bait_gene,auroc_score
SLC4A1AP,0.5141812343917231
PPP1CB,0.5736527480371163
TRMT61B,0.7724055902468034
DPY30,0.5916741005055011
SPAST,0.9312518584597086
CRIM1,0.6832589949449895
EIF2AK2,0.7226286054118347
CEBPZ,0.783467142432352
COX7A2L,0.6174843889384477
ZFP36L2,0.7189414213499851
THADA,0.4820695807314897
LRPPRC,0.9363068688670829
EPAS1,0.7404103479036573
MSH2,0.7079393398751115
FOXN2,0.7968480523342253
SPTBN1,0.6975319655069877
MTIF2,0.5820396145610278
PNO1,0.570842255531763
PPP3R1,0.48403211418376446
GFPT1,0.7132322331251858
NFU1,0.5774606006541778
PCYOX1,0.47540886113589054
SNRPG,0.5706809396372287
NAGK,0.6659530181385667
DYSF,0.6207552780255724
RTKN,0.6698186143324413
TTC31,0.6770145703241154
MRPL19,0.6922390722569134
GCFC2,0.8996729110912876
TGOLN2,0.7831282325664348
RETSAT,0.4829021706809396
RNF181,0.5558727326791555
POLR1A,0.8132619684805232
FAHD2A,0.6157002676181981
GPAT2,0.7724055902468034
STARD7,0.6517395182872435
SNRNP200,0.5162057686589354
NCAPH,0.7387134189864383
KANSL3,0.6269402319357716
FAHD2B,0.6930121914956884
ANKRD36B,0.7202497769848349
TSGA10,0.6372881355932203
MRPL30,0.6892655367231638
PDCL3,0.568064228367529
TBC1D8,0.6629794826048171
CCDC138,0.6520963425512935
ZC3H6,0.8510258697591435
POLR1B,0.8590544157002676
NT5DC4,0.720011894142135
RABL2B,0.6820101100208147
SLC35F5,0.7143621766280107
DBI,0.5793792365322868
TMEM177,0.7703835860838537
POLR2D,0.6950936663693131
SAP130,0.8435325602140945
UGGT1,0.5781138472519629
CCDC74B,0.7187630092179601
SMPD4,0.7139458816532858
FAM168B,0.7226286054118347
PLEKHB2,0.8571513529586677
MGAT5,0.6172465060957478
HNMT,0.47540886113589054
SPOPL,0.7258994944989592
NMI,0.7437544610992148
PRPF40A,0.776152245019328
PKP4,0.7283972643473089
STK39,0.6096342551293488
SPC25,0.6336604222420458
METTL5,0.72007136485281
METTL8,0.9419565863812073
ITGA6,0.5382762312633833
PRKRA,0.8227772821885221
PJVK,0.8371097234611953
FKBP7,0.5694915254237288
TTN,0.6672613737734165
TFPI,0.47142432352066604
COL5A2,0.5620576865893547
ASNSD1,0.9301813856675587
PMS1,0.5506393101397561
HIBCH,0.6981266726137376
NAB1,0.47873922093369015
STAT1,0.6239072256913469
NABP1,0.7085340469818614
CAVIN2,0.43532560214094557
GTF3C3,0.5616970021413276
HSPE1-MOB4,0.6730014275517487
HSPE1,0.6730014275517487
PPIL3,0.8644067796610169
NIF3L1,0.8644067796610169
CFLAR,0.6514421647338685
TMEM237,0.6264644662503717
WDR12,0.5827684623617553
NDUFS1,0.7498067201903063
ZDBF2,0.5085935176925365
CREB1,0.7256616116562593
METTL21A,0.7114481118049361
TMBIM1,0.808147487362474
ZNF142,0.607671721677074
ANKZF1,0.7499256616116563
STK16,0.6924769550996134
RHBDD1,0.7538507285162057
MFF,0.79869164436515
SP110,0.76033303597978
SP140L,0.518692005710207
ITM2C,0.5465953018138566
ARMC9,0.4088016651798989
USP40,0.7759738328873029
SCLY,0.631281593815046
NDUFA10,0.6525695931477516
SNED1,0.5625334522747546
MTERF4,0.6683913172762413
HDLBP,0.591614629794826
FARP2,0.7376746952126078
STK25,0.5635260528194147
ING5,0.7797204876598275
SUMF1,0.567707404103479
RAD18,0.7608088016651798
THUMPD3,0.9018016410988227
TADA3,0.7194766577460601
TTLL3,0.7153137079988106
PRRT3,0.4846862920011894
EMC3,0.6427105638829408
VHL,0.5587867975022301
TSEN2,0.5659350463954318
RPL32,0.6540313949339993
NUP210,0.7171573000297353
TMEM43,0.7881058578650014
XPC,0.4724353256021409
LSM3,0.6181299072091363
SLC6A6,0.6812369907820398
RBSN,0.6865298840321141
SH3BP5,0.6271186440677966
METTL6,0.7058578650014867
HACL1,0.5179304192685102
OXNAD1,0.5659796573875803
RAB5A,0.7863812072554267
UBE2E2,0.5091287540886114
NKIRAS1,0.9138864109426107
RPL15,0.6526142041399
TOP2B,0.6706512042818911
NGLY1,0.6410988226899751
OXSM,0.6889087124591138
ZCWPW2,0.47540886113589054
TGFBR2,0.7193577163247101
MLH1,0.7099613440380612
GOLGA4,0.7001695217701641
EXOG,0.5876895628902765
SLC25A38,0.751709782931906
CTNNB1,0.6514421647338685
SEC22C,0.46179006839131725
SS18L2,0.7226286054118347
KIF15,0.5719129193433262
EXOSC7,0.6436027837259101
LARS2,0.7161402569593148
FYCO1,0.7953018138566755
CCDC12,0.6571513529586678
PTPN23,0.734641688968183
ZNF589,0.6765388046387154
NME6,0.7684805233422539
SHISA5,0.49170383586083855
UQCRC1,0.7270294380017841
IP6K2,0.5582515611061551
ARIH2,0.5859054415700268
NDUFAF3,0.6844484091584894
IMPDH2,0.6817127564674398
RBM5,0.5900683913172762
HYAL1,0.5647338685697294
HYAL2,0.6124293785310734
TUSC2,0.6903954802259887
RASSF1,0.7022896223609872
STAB1,0.711507582515611
NT5DC2,0.6287838239666963
SPCS1,0.6920011894142134
RFT1,0.7128754088611359
TKT,0.6085637823371989
CHDH,0.7543859649122807
SELENOK,0.6068391317276242
TASOR,0.9247695509961343
SLMAP,0.5618792744573298
FLNB,0.5607493309545049
PDHB,0.5833779443254818
PTPRG,0.9056199821587867
MAGI1,0.5226880761225097
SUCLG2,0.6856972940826642
TMF1,0.7055605114481118
ARL6IP5,0.6418079096045197
CGGBP1,0.8918822479928634
DCBLD2,0.9374962830805827
CMSS1,0.5445732976509069
TFG,0.49961344038061256
RPL24,0.7134701159678858
NXPE3,0.734641688968183
CIP2A,0.9082961641391615
DZIP3,0.806958073148974
PHLDB2,0.47374368123699073
SPICE1,0.6750520368718406
ARHGAP31,0.47540886113589054
GSK3B,0.9128754088611358
LRRC58,0.903479036574487
PARP15,0.7258994944989592
UMPS,0.5618198037466547
MCM2,0.7287651677373305
GATA2,0.8812964614927148
PLXND1,0.5813856675587273
ATP2C1,0.8833779363663395
NEK11,0.8363960749330953
NUDT16,0.7258994944989592
CEP63,0.8270591733571215
DZIP1L,0.7861433244127266
MRPS22,0.7827534939042521
ZBTB38,0.7226286054118347
RNF7,0.6229925053533191
U2SURP,0.8480199785943632
PLOD2,0.5552978951123796
PLSCR2,0.47540886113589054
WWTR1,0.7226286054118347
RNF13,0.6756334760885082
PFN2,0.49634189864382583
SERP1,0.4050550104073743
MED12L,0.712102289622361
DHX36,0.40243829913767465
TIPARP,0.46428783823966696
RSRC1,0.623074635741897
GFM1,0.6166131334760885
KPNA4,0.7950044603033006
GOLIM4,0.5879869164436515
FNDC3B,0.5568242640499554
ZNF639,0.7662801070472792
MCCC1,0.49259457530335476
KLHL24,0.6089800773119238
YEATS2,0.6241077801570307
PARL,0.7219744275944098
PSMD2,0.566981805208705
DNAJB11,0.7258994944989592
ST6GAL1,0.703360095153137
CCDC50,0.7785310734463277
TMEM44,0.6826048171275646
PCYT1A,0.7162652393696104
RNF168,0.8659530181385667
PIGX,0.8701159678858162
SENP5,0.7313113291703836
NCBP2,0.562789867998573
FYTTD1,0.7352783725910064
MYL5,0.8206363366042223
PCGF3,0.6239072256913469
GAK,0.631876300921796
MAEA,0.7922688076122509
SLBP,0.5204245451302176
TACC3,0.7172762414510854
LETM1,0.6857601713062098
NSD2,0.687421944692239
POLN,0.8346119536128456
RNF4,0.8571513529586678
RGS12,0.6544157002676182
STX18,0.6477962169878658
MRFAP1,0.5616970021413276
GRPEL1,0.6115373178709486
WDR1,0.7132536567962897
FBXL5,0.655545643770443
FAM200B,0.6673803151947665
LCORL,0.42105263157894735
RBPJ,0.6828604568165596
RPL9,0.5117731002497324
FRYL,0.535771632471008
PAICS,0.6284350463954318
SRP72,0.6930121914956884
NOA1,0.8819506393101397
POLR2B,0.67142432352066606
RCHY1,0.6508474576271186
THAP6,0.8449003865596193
G3BP2,0.6336009515313707
SCARB2,0.7675321199143469
HNRNPDL,0.8222420457924471
SCD5,0.6673803151947665
SEC31A,0.6227772821885221
LIN54,0.9355932203389831
GPAT3,0.7235206660719595
PPM1K,0.41790068391317275
SLC9B2,0.6525721082366934
CENPE,0.6606601248884924
PPA2,0.9181683021112103
PAPSS1,0.6328069236259815
HADH,0.9047873922093369
RPL34,0.7187630092179601
PLA2G12A,0.6994944989592625
LARP7,0.5819803746654773
MAD2L1,0.6612548319952423
EXOSC9,0.6943205471305381
LARP1B,0.6292595896520963
PGRMC2,0.5062146892655367
SLC7A11,0.45944860813704497
ELF2,0.7666845110635261
NDUFC1,0.7308355634849836
ELMOD2,0.7226286054118347
SMARCA5,0.8704958972529433
RPS3A,0.5286946179006838
FHDC1,0.7483794231341064
MND1,0.7277916518016411
PLRG1,0.5716919417187035
FNIP2,0.6987213797204875
NEK1,0.7258400237882843
TENM3,0.6545346416889681
ING2,0.7680047576568539
IRF2,0.5234017246506095
SNX25,0.6920606601248884
UFSP2,0.8317573595004459
BRD9,0.7501040737436812
LPCAT1,0.7230449003865597
MTRR,0.6663693131132917
CCT5,0.5233422539399345
TRIO,0.5106749925661611
OTULIN,0.8823074635741897
SUB1,0.6180790960451977
LMBRD2,0.6525721082366934
NADK2,0.8118346714243235
RPL37,0.7151352958667855
ZNF131,0.9282783229259589
HMGCS1,0.5027212705210564
TMEM267,0.7090692833779364
PAIP1,0.4459113886410942
PARP8,0.6834968777876895
SETD9,0.7243532560214094
SREK1IP1,0.49907820398453756
CWC27,0.6331251858459708
SGTB,0.8934879571810883
CCNB1,0.5115055297895112
TAF9,0.5313949339992865
RAD17,0.5185581727337616
MRPS27,0.5177997858672377
TNPO1,0.6104073743681236
HMGCR,0.5549161313347609
IQGAP2,0.7186440677966102
HOMER1,0.7713351174546536
RPS23,0.5317276241451084
RASA1,0.8223609872137972
POLR3G,0.6160778015703069
LYSMD3,0.6525249821556032
SLF1,0.58311031816830206
SPATA9,0.7865001486767766
RHOBTB3,0.8657151352958667
CAST,0.5809099018733274
ERAP1,0.6108236693428486
LNPEP,0.6110615521855486
NREP,0.807433838834374
SRP19,0.6011894142134998
DCP2,0.9311923877490336
MCC,0.47540886113589054
ATG12,0.6936068986024383
TNFAIP8,0.5873327386262266
SRFBP1,0.5543807994289793
SNX2,0.7777381377095969
RAPGEF6,0.871840618495391
UQCRQ,0.7745465358311031
AFF4,0.7216770740410348
VDAC1,0.6427594409753196
SKP1,0.7480378166250445
DDX46,0.5699078203984538
MATR3,0.5065108811987157
PAIP2,0.8437388512308241
SRA1,0.5320844484091585
SLC35A4,0.5487957181088313
TMCO6,0.46202795123401724
HARS2,0.5475107066381156
FCHSD1,0.6292595896520963
PCDH1,0.47540886113589054
NR3C1,0.5178709485578352
YIPF5,0.6515016354445435
RBM27,0.7258994944989592
DPYSL3,0.6469223907225691
CSNK1A1,0.639369610466845
TCOF1,0.5412058508740635
RBM22,0.5423134106452572
SLC36A1,0.8129051442164733
SPARC,0.5898899791852512
G3BP1,0.663693131132917
LARP1,0.6566755872732679
THG1L,0.42967588462682127
RNF145,0.8369907820398453
PWWP2A,0.8677371394588165
NUDCD2,0.7198537281484124
SPDL1,0.5813414199072422
RANBP17,0.7087719298245614
NOP16,0.6072448251249107
TSPAN17,0.8768361581920904
RAB24,0.6742194469223907
MXD3,0.7012191495688374
DBN1,0.5813261968480523
NHP2,0.5067784516589369
HNRNPAB,0.5809099018733274
RUFY1,0.7087719298245614
HNRNPH1,0.6155904388155548
CANX,0.6056903317873706
SQSTM1,0.5567647933392804
RNF130,0.903360095153137
ZFP62,0.728099910793934
TRIM41,0.7979185251263752
TRIM52,0.8707701457032411
EXOC2,0.7427730192719486
WRNIP1,0.7210228962236098
SERPINB1,0.7609872137972048
SERPINB9,0.5095450490633363
RIPK1,0.6046387154326495
SLC22A23,0.6014867677668747
NRN1,0.5261373773416592
SNRNP48,0.5526613143027059
TXNDC5,0.6087615988579587
EEF1E1,0.6861135890573892
SLC35B3,0.8947963128159382
PAK1IP1,0.5611656259292298
TMEM14C,0.3852512637526018
TMEM14B,0.6670234909307166
TBC1D7,0.5370205173951829
DTNBP1,0.5809099018733274
KIF13A,0.559916741005055
KDM1B,0.8142134998513232
CDKAL1,0.47540886113589054
GMNN,0.6621163454675232
BTN3A2,0.5862027951234017
BTN3A1,0.4921796015462384
ZNF184,0.5144811180493607
ZSCAN31,0.7314302705917336
ZKSCAN3,0.7226286054118347
WDR46,0.5690752304490038
ITPR3,0.8535236396074932
SNRPC,0.6426404995539696
FKBP5,0.5337496283080583
SRSF3,0.5785310734463277
PPIL1,0.7541934332619558
MTCH1,0.51708600999286225
RNF8,0.5153137079988106
TOMM6,0.5706192005710207
USP49,0.6663098424026166
MED20,0.7090692833779364
RPL7L1,0.6767766874814154
ZNF318,0.6506095747844186
POLH,0.7993458221825751
MRPL14,0.5774000713775874
TMEM63B,0.5326196848052334
SLC29A1,0.7104965804341362
HSP90AB1,0.5883743754461099
CDC5L,0.7724055902468034
PTCHD4,0.7226286054118347
MMUT,0.8625037169194172
CENPQ,0.4582812964614927
TRAM2,0.6294974724947963
PHF3,0.5150758251561106
FAM135A,0.3983942908117752
MTO1,0.5869164436515016
SENP6,0.599345822182575
SNX14,0.7853107344632768
SYNCRIP,0.7062076346771317
ZNF292,0.680406852248394
RNGTT,0.54415700267618194
PM20D2,0.43086529884032115
UBE2J1,0.8275349390425215
MDN1,0.6072002141327623
PNISR,0.5994647636039251
TSTD3,0.6279512340172465
USP45,0.7258994944989592
QRSL1,0.47201903062741596
FOXO3,0.47540886113589054
CEP57L1,0.7449895926256318
CD164,0.7456437704430567
WASF1,0.7238774903360095
FRK,0.47540886113589054
TSPYL4,0.5743681236990782
GOPC,0.5699054246966453
RNF217,0.7226286054118347
HDDC2,0.7295235546038544
CENPW,0.5867975022301516
RNF146,0.9153731787094856
ECHDC1,0.688076122509664
STX7,0.7030627415997621
RPS12,0.5863812072554266
SGK1,0.8309842402616711
HBS1L,0.7409026043524796
PERP,0.6292595896520963
NHSL1,0.7226286054118347
CITED2,0.5666369313113291
VTA1,0.5366571530503033
ADAT2,0.47534939042521557
PEX3,0.7451680047576568
SF3B5,0.8290217068093964
UTRN,0.6935426328933286
SHPRH,0.5103181683021112
LATS1,0.8978293190603628
PLEKHG1,0.6968183169788879
MTHFD1L,0.6334225393993458
AKAP12,0.888016651798989
SYNE1,0.8569729408266429
MTRF1L,0.6255724055902467
TFB1M,0.8093963722866488
SYNJ2,0.623371989295272
GTF2H5,0.6181299072091363
EZR,0.583526613143027
SOD2,0.6889681831697888
WTAP,0.7258994944989592
MRPL18,0.7216176033303597
MAP3K4,0.7004460303300625
SFT2D1,0.8724353256021409
RPS6KA2,0.7622955694320547
WDR27,0.5072851620576866
PDCD2,0.807612250966399
PDGFA,0.647100802854594
C7orf50,0.5055010407374367
MRM2,0.9009812667261373
NUDT1,0.6998572448251249
EIF3B,0.7552185548617306
RBAK,0.6198037466547724
EIF2AK1,0.7219744275944098
MIOS,0.631697888789771
SNX13,0.6337198929527208
OSBPL3,0.6730460385438972
CYCS,0.7969669937555753
HIBADH,0.7247947894361171
CPVL,0.5293487957181088
ANLN,0.7731192387749033
VPS41,0.5683615819209039
YAE1,0.8087421944692239
COA1,0.4454950936663693
URGCP,0.6530478739220933
DBNL,0.4888492417484389
YKT6,0.5388046387154326
PPIA,0.9047873922093369
SUMF2,0.4189116859946476
ZNF107,0.6324115373178709
ZNF138,0.7249479631281593
ZNF273,0.7521855486173059
POM121,0.7143621766280107
YWHAG,0.4693428486470413
DMTF1,0.7392209336901576
CYP51A1,0.6196253345227475
FAM133B,0.7258994944989592
VPS50,0.7905441570026761
SMURF1,0.7250074338388344
ZSCAN25,0.6446625037169194
ZKSCAN1,0.863157894736842
ZNF3,0.8535831103181682
MCM7,0.6742505353319058
TAF6,0.815343443354148
PVRIG,0.7556943205471305
SPDYE3,0.8805233422539399
ZCWPW1,0.41219149568837343
GIGYF1,0.46202795123401724
SRRT,0.6147487362473981
PRKRIP1,0.8043413618792744
POLR2J3,0.47540886113589054
ORC5,0.9302408563782337
KMT2E,0.5892952720785013
SRPK2,0.6917038358608385
SYPL1,0.935533749628308
HBP1,0.7226286054118347
COG5,0.4629794826048171
LAMB1,0.5625929229854296
PNPLA8,0.7947665774606005
IFRD1,0.541220556745182
MET,0.39999999999999997
ING3,0.6808975731620271
ZNF800,0.7776390127862027
RBM28,0.5560511448111805
IMPDH1,0.5112102289622361
HILPDA,0.8529289325007433
TNPO3,0.5551590841510556
MKLN1,0.623728813559322
PODXL,0.5933987511150758
SLC35B4,0.45120428189116857
CYREN,0.6861730597680642
STMP1,0.7467737139458817
ZC3HAV1,0.5031816830211121
LUC7L2,0.6045681655960029
HIPK2,0.7258994944989592
MKRN1,0.6466363311920057
SSBP1,0.5087406350338922
TCAF1,0.6377044305679452
CUL1,0.5803151947665774
ZNF783,0.6598275349390424
GIMAP6,0.5653880463871543
SLC4A2,0.6429973238180196
PRKAG2,0.7302408563782337
LMBR1,0.677819414703783
UBE3C,0.8821885221528397
PTPRN2,0.7216176033303597
ESYT2,0.9072256913470116
FBXO25,0.6359203092476955
ERICH1,0.6579244721974427
FDFT1,0.6951284796573876
CTSB,0.39797799583705024
TRMT9B,0.6625631876300921
MTUS1,0.927743086529884
PCM1,0.5895926256318763
INTS10,0.7362598144182727
TNFRSF10B,0.72054713053821
LOXL2,0.8726732084448409
ENTPD4,0.7971454058876003
CCDC25,0.5974427594409752
ELP3,0.6576106352605282
KIF13B,0.47540886113589054
DUSP4,0.5947665774606006
ASH2L,0.935236396074933
DDHD2,0.567766874814154
FGFR1,0.8835563484983645
TM2D2,0.6768956289027653
GPAT4,0.7611656259292299
VDAC3,0.673982869379015
THAP1,0.5963722866488254
MCM4,0.7171573000297353
RPS20,0.5583110318168302
UBXN2B,0.5904846862920011
NSMAF,0.7978590544157002
GGH,0.5704407566024269
MTFR1,0.6807612250966399
RRS1,0.6725542670234909
ELOC,0.6569729408266429
RMDN1,0.680406852248394
OSGIN2,0.4629200118941421
SDC2,0.7226286054118347
MTDH,0.624501932798097
RPL30,0.6268212905144216
POP1,0.57392041399000715
STK3,0.6347903657448706
COX6C,0.8685102586975914
POLR2K,0.5717790863668808
RRM2B,0.4757062146892655
SLC25A32,0.6206958073148974
DCAF13,0.6390127862027951
LRP12,0.6798715203426124
EIF3H,0.4130240856378234
TATDN1,0.5878679750223015
NDUFB9,0.5660422242045792
MTSS1,0.6644662503716919
MYC,0.6994944989592625
ASAP1,0.4684507879869164
TG,0.7047279214986619
ST3GAL1,0.44293785310734457
ZFAT,0.7724055902468034
DENND3,0.6280701754385964
TOP1MT,0.6801665179898899
ZC3H3,0.8691644365150164
GSDMD,0.5716919417187035
EEF1D,0.6847128077060293
PUF60,0.5144811180493607
PLEC,0.5964043540328337
VPS28,0.8832589949449896
RPL8,0.8196575098109169
ZNF7,0.46262265834076716
ZNF250,0.7429081177520072
PUM3,0.6134011420413991
RCL1,0.42741599762117155
ZDHHC21,0.5781147784716026
CNTLN,0.4964614927148379
RPS6,0.5793636633957776
NDUFB6,0.6757656853999405
NFX1,0.5063931013975617
UBE2R2,0.6425215581326197
UBAP1,0.5174546535831103
MYORG,0.7919714540588759
SIGMAR1,0.7546238477549806
TLN1,0.5620538900785154
GBA2,0.7258994944989592
TMEM8B,0.44317573595004456
GRHPR,0.6203389830508474
CEMIP2,0.4784418673803152
PSAT1,0.8587570621468926
HNRNPK,0.5019327980969372
DAPK1,0.5621171573000298
CTSL,0.6675587273267916
SEMA4D,0.8102884329467737
NOL8,0.7256510881198716
ZNF484,0.8848052334225394
TRMO,0.703419565863812
TMEFF1,0.7258994944989592
ZNF189,0.7063336306868867
TMEM38B,0.6561998215878679
RAD23B,0.5989025695931477
ELP1,0.5621877230549608
PTGR1,0.5090560314061384
PRPF4,0.7156110615521856
TMEM268,0.7136485280999108
TNFSF15,0.4331251858459708
GSN,0.7256616116562592
RBM18,0.8645257210823669
MRRF,0.8645257210823669
NEK6,0.59988105857865
GOLGA1,0.6692239072256913
HSPA5,0.5621766280107047
MVB12B,0.575498067201903
SH2D3C,0.6625037169194171
ENG,0.4943205471305382
PTGES2,0.7746654772524532
SPTAN1,0.7634279086366881
SPOUT1,0.6228962236098721
LRRC8A,0.7421944692239072
NUP188,0.7228664882545347
CRAT,0.888373476063039
PTPA,0.37317870948557835
FNBP1,0.49580731489741303
GPR107,0.8103479036574487
FUBP3,0.4343146000594707
NUP214,0.736128456735058
UCK1,0.6215878679750223
SETX,0.6336604222420458
REXO4,0.47588462682129046
VAV2,0.623847754980672
PPP1R26,0.7187630092179602
SNAPC4,0.4377044305679453
SEC16A,0.7816235504014273
NOTCH1,0.7707998810585787
TMEM141,0.7496877787689562
EDF1,0.6469223907225691
FBXW5,0.8088611358905738
SAPCD2,0.7659232827832293
MAN1B1,0.4117752007136485
ZMYND11,0.6578650014867677
GTPBP4,0.6534641688968182
IDI1,0.7553979300499644
PFKP,0.6730014275517487
KLF6,0.6051144811180493
RBM17,0.5757224402425972
PFKFB3,0.9107344632768362
SEC61A2,0.6292595896520963
NUDT5,0.7123996431757359
CDC123,0.6682723758548914
OPTN,0.9050252750520369
PHYH,0.6757656853999405
FRMD4A,0.5385667558727326
NMT2,0.6919417187035385
PTER,0.47540886113589054
RSU1,0.8424026167112697
TRDMT1,0.6651204281891169
VIM,0.5952423431460006
